NP_006752.1	NM_006761.4	1433E_HUMAN	P62258-1
NP_004695.1	NM_004704.4	U3IP2_HUMAN	O43818-1
NP_003296.1	NM_003305.2	TRPC3_HUMAN	Q13507-3
NP_001124170.1	NM_001130698.1	TRPC3_HUMAN	Q13507-2
NP_065122.1	NM_020389.2	TRPC7_HUMAN	Q9HCX4-1
NP_001161049.1	NM_001167577.1	TRPC7_HUMAN	Q9HCX4-3
NP_001161048.1	NM_001167576.1	TRPC7_HUMAN	Q9HCX4-2
NP_001028850.2	NM_001033678.3	TRPT1_HUMAN	Q86TN4-1
NP_001153862.1	NM_001160390.1	TRPT1_HUMAN	Q86TN4-1
NP_001153865.1	NM_001160393.1	TRPT1_HUMAN	Q86TN4-1
NP_001317227.1	NM_001330298.1	TRPT1_HUMAN	Q86TN4-1
NP_001153864.1	NM_001160392.1	TRPT1_HUMAN	Q86TN4-3
NP_113660.1	NM_031472.3	TRPT1_HUMAN	Q86TN4-2
NP_001153861.1	NM_001160389.1	TRPT1_HUMAN	Q86TN4-4
NP_112189.2	NM_030927.2	TSN14_HUMAN	Q8NG11-1
XP_006718055.1	XM_006717992.3	TSN14_HUMAN	Q8NG11-1
XP_011538524.1	XM_011540222.2	TSN14_HUMAN	Q8NG11-1
XP_016872196.1	XM_017016707.1	TSN14_HUMAN	Q8NG11-1
XP_016872197.1	XM_017016708.1	TSN14_HUMAN	Q8NG11-1
XP_016872198.1	XM_017016709.1	TSN14_HUMAN	Q8NG11-1
XP_016872199.1	XM_017016710.1	TSN14_HUMAN	Q8NG11-1
XP_016872200.1	XM_017016711.1	TSN14_HUMAN	Q8NG11-1
NP_001121781.1	NM_001128309.1	TSN14_HUMAN	Q8NG11-3
NP_036598.1	NM_012466.3	TSN16_HUMAN	Q9UKR8-1
NP_001269439.1	NM_001282510.1	TSN16_HUMAN	Q9UKR8-3
NP_001269438.1	NM_001282509.1	TSN16_HUMAN	Q9UKR8-2
NP_001094387.1	NM_001100917.1	TSN19_HUMAN	P0C672-1
XP_005268726.1	XM_005268669.4	TSN19_HUMAN	P0C672-1
XP_016874351.1	XM_017018862.1	TSN19_HUMAN	P0C672-1
NP_005718.2	NM_005727.3	TSN1_HUMAN	O60635-1
NP_005716.2	NM_005725.5	TSN2_HUMAN	O60636-1
NP_001295245.1	NM_001308316.1	TSN2_HUMAN	O60636-2
NP_001317097.1	NM_001330168.1	TSN31_HUMAN	Q12999-1
NP_001317098.1	NM_001330169.1	TSN31_HUMAN	Q12999-1
NP_005972.1	NM_005981.4	TSN31_HUMAN	Q12999-1
NP_620591.3	NM_139022.2	TSN32_HUMAN	Q96QS1-1
NP_001020405.1	NM_001025234.1	TSN4_HUMAN	O14817-1
NP_001020406.1	NM_001025235.1	TSN4_HUMAN	O14817-1
NP_001020407.1	NM_001025236.1	TSN4_HUMAN	O14817-1
NP_001020408.1	NM_001025237.1	TSN4_HUMAN	O14817-1
NP_001020409.1	NM_001025238.1	TSN4_HUMAN	O14817-1
NP_001020410.1	NM_001025239.1	TSN4_HUMAN	O14817-1
NP_003262.1	NM_003271.4	TSN4_HUMAN	O14817-1
XP_005253159.1	XM_005253102.1	TSN4_HUMAN	O14817-1
NP_001010873.1	NM_001010873.2	TSPO2_HUMAN	Q5TGU0-1
NP_001153198.1	NM_001159726.1	TSPO2_HUMAN	Q5TGU0-1
XP_011512698.1	XM_011514396.2	TSPO2_HUMAN	Q5TGU0-1
XP_011512699.1	XM_011514397.2	TSPO2_HUMAN	Q5TGU0-1
NP_000705.2	NM_000714.5	TSPO_HUMAN	P30536-1
NP_001243459.1	NM_001256530.1	TSPO_HUMAN	P30536-1
NP_001243460.1	NM_001256531.1	TSPO_HUMAN	P30536-1
NP_072095.2	NM_022573.2	TSPY2_HUMAN	A6NKD2-1
NP_001071165.2	NM_001077697.2	TSPYA_HUMAN	P0CW01-1
NP_001269398.1	NM_001282469.2	TSPYA_HUMAN	P0CW01-1
NP_777604.2	NM_174944.3	TSSK4_HUMAN	Q6SA08-1
NP_001294996.1	NM_001308067.1	TSSK4_HUMAN	Q6SA08-3
NP_001171668.1	NM_001184739.1	TSSK4_HUMAN	Q6SA08-2
NP_005856.1	NM_005865.3	TSSP_HUMAN	Q9NQE7-1
NP_277047.2	NM_033512.2	TSYL5_HUMAN	Q86VY4-1
NP_001284593.1	NM_001297664.1	TT39A_HUMAN	Q5SRH9-1
NP_001284594.1	NM_001297665.1	TT39A_HUMAN	Q5SRH9-1
NP_001284596.1	NM_001297667.1	TT39A_HUMAN	Q5SRH9-1
NP_001284595.1	NM_001297666.1	TT39A_HUMAN	Q5SRH9-2
NP_001284592.1	NM_001297663.1	TT39A_HUMAN	Q5SRH9-5
NP_001138304.1	NM_001144832.2	TT39A_HUMAN	Q5SRH9-4
NP_001073963.1	NM_001080494.3	TT39A_HUMAN	Q5SRH9-6
NP_078801.3	NM_024525.4	TTC13_HUMAN	Q8NBP0-1
NP_001116307.2	NM_001122835.2	TTC13_HUMAN	Q8NBP0-2
NP_689692.2	NM_152479.5	TTC9B_HUMAN	Q8N6N2-1
NP_001123517.1	NM_001130045.1	TTL10_HUMAN	Q6ZVT0-1
XP_011539479.1	XM_011541177.2	TTL10_HUMAN	Q6ZVT0-1
XP_016856401.1	XM_017000912.1	TTL10_HUMAN	Q6ZVT0-1
NP_694986.2	NM_153254.2	TTL10_HUMAN	Q6ZVT0-3
XP_005244795.1	XM_005244738.1	TTL10_HUMAN	Q6ZVT0-2
NP_003313.3	NM_003322.5	TULP1_HUMAN	O00294-1
NP_001276324.1	NM_001289395.1	TULP1_HUMAN	O00294-2
NP_003315.2	NM_003324.4	TULP3_HUMAN	O75386-1
NP_001153880.1	NM_001160408.1	TULP3_HUMAN	O75386-2
NP_001072980.1	NM_001079512.3	TV23A_HUMAN	A6NH52-1
XP_006721007.1	XM_006720944.3	TV23A_HUMAN	A6NH52-1
XP_011520956.1	XM_011522654.2	TV23A_HUMAN	A6NH52-1
XP_016879138.1	XM_017023649.1	TV23A_HUMAN	A6NH52-1
NP_660344.2	NM_145301.2	TV23C_HUMAN	Q96ET8-1
NP_001128508.1	NM_001135036.1	TV23C_HUMAN	Q96ET8-3
NP_001191407.1	NM_001204478.1	TV23C_HUMAN	Q96ET8-2
NP_065699.1	NM_020648.5	TWSG1_HUMAN	Q9GZX9-1
NP_001278206.1	NM_001291277.1	TX13A_HUMAN	Q9BXU3-1
NP_112564.1	NM_031274.4	TX13A_HUMAN	Q9BXU3-1
NP_003319.2	NM_003328.2	TXK_HUMAN	P42681-1
NP_694967.3	NM_153235.3	TXLNB_HUMAN	Q8N3L3-1
XP_005266893.1	XM_005266836.1	TXLNB_HUMAN	Q8N3L3-1
XP_011533807.1	XM_011535505.2	TXLNB_HUMAN	Q8N3L3-1
XP_016865811.1	XM_017010322.1	TXLNB_HUMAN	Q8N3L3-1
NP_057698.2	NM_016614.2	TYDP2_HUMAN	O95551-1
NP_001243786.1	NM_001256857.1	U17LH_HUMAN	D6RBQ6-1
NP_001243791.1	NM_001256862.1	U17LL_HUMAN	D6R901-1
NP_009210.1	NM_007279.2	U2AF2_HUMAN	P26368-1
NP_001012496.1	NM_001012478.1	U2AF2_HUMAN	P26368-2
NP_005080.1	NM_005089.3	U2AFM_HUMAN	Q15696-1
NP_060052.3	NM_017582.6	UB2Q1_HUMAN	Q7Z7E8-1
NP_003326.2	NM_003335.2	UBA7_HUMAN	P41226-1
NP_001137544.1	NM_001144072.1	UBAC2_HUMAN	Q8NBM4-1
XP_006720011.1	XM_006719948.3	UBAC2_HUMAN	Q8NBM4-3
XP_011519386.1	XM_011521084.2	UBAC2_HUMAN	Q8NBM4-3
NP_808882.1	NM_177967.3	UBAC2_HUMAN	Q8NBM4-2
NP_003960.1	NM_003969.3	UBC12_HUMAN	P61081-1
NP_659486.2	NM_145049.4	UBCP1_HUMAN	Q8WVY7-1
NP_003328.1	NM_003337.3	UBE2B_HUMAN	P63146-1
NP_001268670.1	NM_001281741.1	UBE2C_HUMAN	O00762-1
NP_001268671.1	NM_001281742.1	UBE2C_HUMAN	O00762-1
NP_008950.1	NM_007019.3	UBE2C_HUMAN	O00762-1
NP_861516.1	NM_181800.2	UBE2C_HUMAN	O00762-3
NP_861517.1	NM_181801.3	UBE2C_HUMAN	O00762-2
NP_861515.1	NM_181799.2	UBE2C_HUMAN	O00762-4
NP_001264352.1	NM_001277423.1	T11X2_HUMAN	Q5H9J9-1
NP_001074294.2	NM_001080825.2	T120B_HUMAN	A0PK00-1
XP_016874342.1	XM_017018853.1	T120B_HUMAN	A0PK00-1
NP_114096.1	NM_031890.3	T121B_HUMAN	Q9BXQ6-1
XP_011544426.1	XM_011546124.2	T121B_HUMAN	Q9BXQ6-1
NP_001156551.1	NM_001163079.1	T121B_HUMAN	Q9BXQ6-2
NP_821174.1	NM_178031.2	T132A_HUMAN	Q24JP5-1
NP_060340.2	NM_017870.3	T132A_HUMAN	Q24JP5-2
NP_001161431.1	NM_001167959.1	T178A_HUMAN	Q8NBL3-1
NP_689603.2	NM_152390.2	T178A_HUMAN	Q8NBL3-1
NP_955369.1	NM_199337.2	T179B_HUMAN	Q7Z7N9-1
NP_055594.1	NM_014779.3	T22D2_HUMAN	O75157-1
NP_001290193.1	NM_001303264.1	T22D2_HUMAN	O75157-2
NP_872420.1	NM_182614.3	T255B_HUMAN	Q8WV15-1
NP_005504.2	NM_005513.2	T2EA_HUMAN	P29083-1
XP_011511046.1	XM_011512744.2	T2EA_HUMAN	P29083-1
XP_011511047.1	XM_011512745.2	T2EA_HUMAN	P29083-1
NP_004119.1	NM_004128.2	T2FB_HUMAN	P13984-1
NP_001091112.1	NM_001097643.1	T2R30_HUMAN	P59541-1
NP_789787.4	NM_176817.4	T2R38_HUMAN	P59533-1
NP_795362.2	NM_176881.2	T2R39_HUMAN	P59534-1
NP_795368.2	NM_176887.2	T2R46_HUMAN	P59540-1
NP_062545.1	NM_019599.2	TA2R1_HUMAN	Q9NYW7-1
NP_612200.1	NM_138327.2	TAAR1_HUMAN	Q96RJ0-1
NP_003958.2	NM_003967.2	TAAR5_HUMAN	O14804-1
NP_778237.1	NM_175067.1	TAAR6_HUMAN	Q96RI8-1
NP_444508.1	NM_053278.2	TAAR8_HUMAN	Q969N4-1
NP_690000.3	NM_152787.4	TAB3_HUMAN	Q8N5C8-1
XP_005274540.2	XM_005274483.3	TAB3_HUMAN	Q8N5C8-1
NP_079461.2	NM_025185.3	TANC2_HUMAN	Q9HCD6-1
XP_005257260.1	XM_005257203.4	TANC2_HUMAN	Q9HCD6-1
NP_001186064.1	NM_001199135.1	TANK_HUMAN	Q92844-1
NP_004171.2	NM_004180.2	TANK_HUMAN	Q92844-1
XP_016858585.1	XM_017003096.1	TANK_HUMAN	Q92844-1
XP_016858586.1	XM_017003097.1	TANK_HUMAN	Q92844-1
NP_597841.1	NM_133484.1	TANK_HUMAN	Q92844-3
NP_065842.1	NM_020791.2	TAOK1_HUMAN	Q7L7X3-1
XP_011523362.1	XM_011525060.2	TAOK1_HUMAN	Q7L7X3-1
NP_079418.1	NM_025142.1	TAOK1_HUMAN	Q7L7X3-3
NP_001034230.1	NM_001039141.2	TARA_HUMAN	Q9H2D6-1
NP_008963.3	NM_007032.5	TARA_HUMAN	Q9H2D6-7
NP_619538.2	NM_138632.2	TARA_HUMAN	Q9H2D6-6
NP_005637.3	NM_005646.3	TARB1_HUMAN	Q13395-1
NP_001129158.2	NM_001135686.2	TARM1_HUMAN	B6A8C7-1
NP_001317579.1	NM_001330650.1	TARM1_HUMAN	B6A8C7-1
NP_068832.1	NM_021992.2	TB15B_HUMAN	P0CG35-1
NP_919305.2	NM_194324.2	TB15B_HUMAN	P0CG35-1
NP_203754.2	NM_033396.2	TB182_HUMAN	Q9C0C2-1
XP_006718788.1	XM_006718725.3	TB182_HUMAN	Q9C0C2-1
NP_110400.1	NM_030773.3	TBB1_HUMAN	Q9H4B7-1
NP_006079.1	NM_006088.5	TBB4B_HUMAN	P68371-1
NP_001254500.1	NM_001267571.1	TBD2A_HUMAN	Q9BYX2-1
NP_060891.3	NM_018421.3	TBD2A_HUMAN	Q9BYX2-2
NP_001254501.1	NM_001267572.1	TBD2A_HUMAN	Q9BYX2-6
XP_011517145.1	XM_011518843.1	TBD2A_HUMAN	Q9BYX2-6
NP_001308122.1	NM_001321193.1	TBL1R_HUMAN	Q9BZK7-1
NP_001308123.1	NM_001321194.1	TBL1R_HUMAN	Q9BZK7-1
NP_001308124.1	NM_001321195.1	TBL1R_HUMAN	Q9BZK7-1
NP_078941.2	NM_024665.5	TBL1R_HUMAN	Q9BZK7-1
XP_005247832.1	XM_005247775.2	TBL1R_HUMAN	Q9BZK7-1
XP_006713809.1	XM_006713746.1	TBL1R_HUMAN	Q9BZK7-1
XP_011511443.1	XM_011513141.1	TBL1R_HUMAN	Q9BZK7-1
XP_011511444.1	XM_011513142.2	TBL1R_HUMAN	Q9BZK7-1
XP_011511445.1	XM_011513143.2	TBL1R_HUMAN	Q9BZK7-1
XP_016862674.1	XM_017007185.1	TBL1R_HUMAN	Q9BZK7-1
XP_006715990.1	XM_006715927.3	TCAF2_HUMAN	A6NFQ2-1
NP_001123498.2	NM_001130026.2	TCAF2_HUMAN	A6NFQ2-3
NP_001123497.1	NM_001130025.1	TCAF2_HUMAN	A6NFQ2-2
NP_775949.2	NM_173678.2	TCAF2_HUMAN	A6NFQ2-2
XP_006715991.1	XM_006715928.3	TCAF2_HUMAN	A6NFQ2-2
NP_525129.1	NM_080390.3	TCAL2_HUMAN	Q9H3H9-1
NP_001335187.1	NM_001348258.1	TCAL7_HUMAN	Q9BRU2-1
NP_689491.1	NM_152278.4	TCAL7_HUMAN	Q9BRU2-1
NP_001157941.1	NM_001164469.3	TCAM2_HUMAN	Q86XR7-1
NP_067681.1	NM_021649.7	TCAM2_HUMAN	Q86XR7-1
NP_001157940.1	NM_001164468.3	TCAM2_HUMAN	Q86XR7-2
NP_003186.1	NM_003195.5	TCEA2_HUMAN	Q15560-1
NP_942016.1	NM_198723.2	TCEA2_HUMAN	Q15560-2
XP_016883525.1	XM_017028036.1	TCEA2_HUMAN	Q15560-2
XP_016883526.1	XM_017028037.1	TCEA2_HUMAN	Q15560-2
NP_001092195.1	NM_001098725.1	TCL1A_HUMAN	P56279-1
NP_068801.1	NM_021966.2	TCL1A_HUMAN	P56279-1
XP_016877165.1	XM_017021676.1	TCL1A_HUMAN	P56279-1
XP_016877166.1	XM_017021677.1	TCL1A_HUMAN	P56279-1
NP_001053.2	NM_001062.3	TCO1_HUMAN	P20061-1
NP_000346.2	NM_000355.3	TCO2_HUMAN	P20062-1
NP_001171655.1	NM_001184726.1	TCO2_HUMAN	P20062-2
NP_001138593.1	NM_001145121.1	TCP2L_HUMAN	B9ZVM9-1
NP_001186014.1	NM_001199085.1	TDRD5_HUMAN	Q8NAT2-1
NP_001186018.1	NM_001199089.1	TDRD5_HUMAN	Q8NAT2-1
NP_001186021.1	NM_001199092.1	TDRD5_HUMAN	Q8NAT2-1
XP_005244991.1	XM_005244934.1	TDRD5_HUMAN	Q8NAT2-1
XP_005244992.1	XM_005244935.4	TDRD5_HUMAN	Q8NAT2-1
XP_016855962.1	XM_017000473.1	TDRD5_HUMAN	Q8NAT2-1
NP_001186020.1	NM_001199091.1	TDRD5_HUMAN	Q8NAT2-3
NP_775804.2	NM_173533.3	TDRD5_HUMAN	Q8NAT2-3
NP_055105.2	NM_014290.2	TDRD7_HUMAN	Q8NHU6-1
NP_001289813.1	NM_001302884.1	TDRD7_HUMAN	Q8NHU6-2
NP_778250.2	NM_175075.4	TDRP_HUMAN	Q86YL5-1
XP_006716295.1	XM_006716232.3	TDRP_HUMAN	Q86YL5-1
NP_001243042.1	NM_001256113.1	TDRP_HUMAN	Q86YL5-2
NP_061848.2	NM_018975.3	TE2IP_HUMAN	Q9NYB0-1
NP_068780.2	NM_021961.5	TEAD1_HUMAN	P28347-1
NP_001308099.1	NM_001321170.1	TECR_HUMAN	Q9NZ01-1
NP_612510.1	NM_138501.5	TECR_HUMAN	Q9NZ01-1
NP_741997.3	NM_172000.3	TEDM1_HUMAN	Q5T9Z0-1
NP_078959.3	NM_024683.3	TEFM_HUMAN	Q96QE5-1
NP_653275.1	NM_144674.1	TEKT5_HUMAN	Q96M29-1
NP_955535.2	NM_199456.2	TEPP_HUMAN	Q6URK8-1
NP_950247.2	NM_199046.2	TEPP_HUMAN	Q6URK8-2
NP_059523.2	NM_017489.2	TERF1_HUMAN	P54274-1
NP_003209.2	NM_003218.3	TERF1_HUMAN	P54274-2
NP_001305159.1	NM_001318230.1	TESK1_HUMAN	Q15569-1
NP_006276.2	NM_006285.2	TESK1_HUMAN	Q15569-1
NP_001182011.1	NM_001195082.1	TEX22_HUMAN	C9J3V5-1
XP_006720297.1	XM_006720234.3	TEX22_HUMAN	C9J3V5-1
NP_997291.1	NM_207408.1	TEX43_HUMAN	Q6ZNM6-1
NP_001265869.1	NM_001278940.1	TF2AA_HUMAN	P52655-1
NP_056943.1	NM_015859.3	TF2AA_HUMAN	P52655-1
NP_963889.1	NM_201595.2	TF2AA_HUMAN	P52655-2
NP_001506.1	NM_001515.3	TF2H2_HUMAN	Q13888-1
XP_016864892.1	XM_017009403.1	TF2H2_HUMAN	Q13888-1
XP_016864893.1	XM_017009404.1	TF2H2_HUMAN	Q13888-1
XP_016864894.1	XM_017009405.1	TF2H2_HUMAN	Q13888-1
XP_016864895.1	XM_017009406.1	TF2H2_HUMAN	Q13888-1
NP_001273171.1	NM_001286242.1	TF3C1_HUMAN	Q12789-3
NP_001511.2	NM_001520.3	TF3C1_HUMAN	Q12789-2
NP_612417.1	NM_138408.3	TF3C6_HUMAN	Q969F1-1
NP_061116.5	NM_018646.5	TRPV6_HUMAN	Q9H1D0-1
NP_689418.2	NM_152232.2	TS1R2_HUMAN	Q8TE23-1
NP_149040.3	NM_033051.3	TSCOT_HUMAN	Q9BY10-1
NP_775756.3	NM_173485.5	TSH2_HUMAN	Q9NRE2-1
XP_016883129.1	XM_017027640.1	TSH2_HUMAN	Q9NRE2-1
NP_001180350.1	NM_001193421.1	TSH2_HUMAN	Q9NRE2-2
NP_000360.2	NM_000369.2	TSHR_HUMAN	P16473-1
NP_001136098.1	NM_001142626.2	TSHR_HUMAN	P16473-3
XP_006720308.1	XM_006720245.1	TSHR_HUMAN	P16473-3
NP_001018046.1	NM_001018036.2	TSHR_HUMAN	P16473-2
XP_005268096.1	XM_005268039.1	TSHR_HUMAN	P16473-2
NP_001265672.1	NM_001278743.1	TSN6_HUMAN	O43657-1
NP_003261.1	NM_003270.3	TSN6_HUMAN	O43657-1
NP_001161792.1	NM_001168320.1	TSN9_HUMAN	O75954-1
NP_006666.1	NM_006675.4	TSN9_HUMAN	O75954-1
NP_005990.1	NM_005999.2	TSNAX_HUMAN	Q99598-1
NP_001293141.1	NM_001306212.1	TSP4_HUMAN	P35443-1
NP_001293142.1	NM_001306213.1	TSP4_HUMAN	P35443-1
NP_001293143.1	NM_001306214.1	TSP4_HUMAN	P35443-1
NP_003239.2	NM_003248.5	TSP4_HUMAN	P35443-1
NP_001230650.1	NM_001243721.1	TSPY8_HUMAN	P0CW00-1
NP_001001410.1	NM_001001410.2	TSR3_HUMAN	Q9UJK0-1
NP_001284587.1	NM_001297658.1	TSSC4_HUMAN	Q9Y5U2-1
NP_001284588.1	NM_001297659.1	TSSC4_HUMAN	Q9Y5U2-1
NP_001284589.1	NM_001297660.1	TSSC4_HUMAN	Q9Y5U2-1
NP_005697.2	NM_005706.3	TSSC4_HUMAN	Q9Y5U2-1
XP_006718181.1	XM_006718118.2	TSSC4_HUMAN	Q9Y5U2-1
XP_011518132.1	XM_011519830.2	TSSC4_HUMAN	Q9Y5U2-1
NP_001284590.1	NM_001297661.1	TSSC4_HUMAN	Q9Y5U2-2
NP_443732.3	NM_053006.4	TSSK2_HUMAN	Q96PF2-1
NP_443073.1	NM_052841.3	TSSK3_HUMAN	Q96PN8-1
NP_001106678.1	NM_001113207.1	TSTD1_HUMAN	Q8NFU3-1
NP_001106676.1	NM_001113205.1	TSTD1_HUMAN	Q8NFU3-3
NP_001106677.1	NM_001113206.1	TSTD1_HUMAN	Q8NFU3-2
NP_003300.1	NM_003309.3	TSYL1_HUMAN	Q9H0U9-1
NP_001003937.2	NM_001003937.2	TSYL6_HUMAN	Q8N831-1
NP_079029.3	NM_024753.4	TT21B_HUMAN	Q7Z4L5-1
NP_003585.3	NM_003594.3	TTF2_HUMAN	Q9UNY4-1
XP_016858044.1	XM_017002555.1	TTF2_HUMAN	Q9UNY4-1
NP_000362.1	NM_000371.3	TTHY_HUMAN	P02766-1
NP_001132914.1	NM_001139442.1	TTL11_HUMAN	Q8NHH1-1
NP_919228.2	NM_194252.2	TTL11_HUMAN	Q8NHH1-2
NP_758955.2	NM_172367.2	TUSC5_HUMAN	Q8IXB3-1
NP_001258822.1	NM_001271893.3	TWST2_HUMAN	Q8WVJ9-1
NP_476527.1	NM_057179.2	TWST2_HUMAN	Q8WVJ9-1
NP_001273875.1	NM_001286946.1	TXND8_HUMAN	Q6A555-1
XP_016870070.1	XM_017014581.1	TXND8_HUMAN	Q6A555-1
NP_001003936.1	NM_001003936.3	TXND8_HUMAN	Q6A555-2
NP_004193.1	NM_004202.2	TYB4Y_HUMAN	O14604-1
NP_073208.1	NM_022717.3	U1SBP_HUMAN	Q16560-1
XP_006719267.1	XM_006719204.3	U1SBP_HUMAN	Q16560-1
NP_851030.1	NM_180699.3	U1SBP_HUMAN	Q16560-2
XP_016874213.1	XM_017018724.1	U1SBP_HUMAN	Q16560-2
NP_001307575.1	NM_001320646.1	U2AF1_HUMAN	Q01081-1
NP_006749.1	NM_006758.2	U2AF1_HUMAN	Q01081-1
NP_001020374.1	NM_001025203.1	U2AF1_HUMAN	Q01081-2
NP_001307577.1	NM_001320648.1	U2AF1_HUMAN	Q01081-2
NP_001020375.1	NM_001025204.1	U2AF1_HUMAN	Q01081-4
NP_001307580.1	NM_001320651.1	U2AF1_HUMAN	Q01081-4
NP_001164674.1	NM_001171203.2	UBAP1_HUMAN	Q9NZ09-1
NP_001164675.1	NM_001171204.2	UBAP1_HUMAN	Q9NZ09-1
NP_057609.2	NM_016525.4	UBAP1_HUMAN	Q9NZ09-1
XP_006716842.1	XM_006716779.3	UBAP1_HUMAN	Q9NZ09-1
XP_011516201.1	XM_011517899.1	UBAP1_HUMAN	Q9NZ09-1
XP_016870290.1	XM_017014801.1	UBAP1_HUMAN	Q9NZ09-1
NP_001164673.1	NM_001171202.1	UBAP1_HUMAN	Q9NZ09-3
NP_001164672.1	NM_001171201.1	UBAP1_HUMAN	Q9NZ09-4
NP_061989.2	NM_019116.2	UBFD1_HUMAN	O14562-1
NP_001121633.1	NM_001128161.1	UBIP1_HUMAN	Q9NZI7-1
NP_055332.3	NM_014517.4	UBIP1_HUMAN	Q9NZI7-1
NP_001121632.1	NM_001128160.1	UBIP1_HUMAN	Q9NZI7-4
NP_055050.1	NM_014235.4	UBL4A_HUMAN	P11441-1
NP_775840.3	NM_173569.3	UBN2_HUMAN	Q6ZU65-1
NP_065937.1	NM_020886.3	UBP28_HUMAN	Q96RU2-1
NP_001333202.1	NM_001346273.1	UBP28_HUMAN	Q96RU2-3
NP_001333187.1	NM_001346258.1	UBP28_HUMAN	Q96RU2-2
NP_001288104.1	NM_001301175.1	UBP30_HUMAN	Q70CQ3-1
NP_116052.2	NM_032663.4	UBP30_HUMAN	Q70CQ3-1
XP_006719716.1	XM_006719653.3	UBP30_HUMAN	Q70CQ3-1
NP_055524.3	NM_014709.3	UBP34_HUMAN	Q70CQ2-1
NP_065986.2	NM_020935.2	UBP37_HUMAN	Q86T82-1
XP_005246777.1	XM_005246720.2	UBP37_HUMAN	Q86T82-1
XP_005246778.1	XM_005246721.3	UBP37_HUMAN	Q86T82-1
XP_005246779.1	XM_005246722.3	UBP37_HUMAN	Q86T82-1
XP_011509840.1	XM_011511538.2	UBP37_HUMAN	Q86T82-1
NP_987090.2	NM_203494.4	UBP50_HUMAN	Q70EL3-2
NP_689490.2	NM_152277.2	UBTD2_HUMAN	Q8WUN7-1
XP_016865511.1	XM_017010022.1	UBTD2_HUMAN	Q8WUN7-1
XP_016865512.1	XM_017010023.1	UBTD2_HUMAN	Q8WUN7-1
NP_001030324.2	NM_001035247.2	UFD1_HUMAN	Q92890-3
NP_005650.2	NM_005659.6	UFD1_HUMAN	Q92890-2
NP_079493.1	NM_025217.3	ULBP2_HUMAN	Q9BZM5-1
NP_054763.2	NM_014044.6	UNC50_HUMAN	Q53HI1-1
NP_003719.3	NM_003728.3	UNC5C_HUMAN	O95185-1
NP_813977.1	NM_177972.2	TUB_HUMAN	P50607-1
NP_003311.2	NM_003320.4	TUB_HUMAN	P50607-2
NP_001288246.1	NM_001301317.1	TUFT1_HUMAN	Q9NNX1-1
NP_064512.1	NM_020127.2	TUFT1_HUMAN	Q9NNX1-1
XP_011508263.1	XM_011509961.2	TUFT1_HUMAN	Q9NNX1-3
NP_001119809.1	NM_001126337.1	TUFT1_HUMAN	Q9NNX1-2
NP_001004125.1	NM_001004125.2	TUSC1_HUMAN	Q2TAM9-1
NP_001009881.1	NM_001009881.2	TUT4_HUMAN	Q5TAX3-1
NP_056084.1	NM_015269.2	TUT4_HUMAN	Q5TAX3-1
NP_001128522.1	NM_001135050.1	TUTLA_HUMAN	Q9P2J2-1
NP_065840.2	NM_020789.3	TUTLA_HUMAN	Q9P2J2-2
NP_001123483.1	NM_001130011.1	TX101_HUMAN	Q9BY14-1
NP_113639.4	NM_031451.4	TX101_HUMAN	Q9BY14-2
NP_056997.1	NM_015913.3	TXD12_HUMAN	O95881-1
NP_066932.1	NM_021109.3	TYB4_HUMAN	P62328-1
NP_001138912.2	NM_001145440.2	TYW1B_HUMAN	Q6NUM6-1
NP_060426.2	NM_017956.3	TYW2_HUMAN	Q53H54-1
NP_003341.1	NM_003350.2	UB2V2_HUMAN	Q15819-1
NP_004172.2	NM_004181.4	UCHL1_HUMAN	P09936-1
NP_001304018.1	NM_001317089.1	ULBP1_HUMAN	Q9BZM6-1
NP_079494.1	NM_025218.3	ULBP1_HUMAN	Q9BZM6-1
NP_001001788.2	NM_001001788.3	ULBP5_HUMAN	Q6H3X3-1
NP_068379.1	NM_021733.1	TSKS_HUMAN	Q9UJT2-1
NP_001277141.1	NM_001290212.1	TSN10_HUMAN	Q9H1Z9-1
NP_114151.3	NM_031945.4	TSN10_HUMAN	Q9H1Z9-1
NP_001073978.1	NM_001080509.2	TSN11_HUMAN	A1L157-1
XP_011518982.1	XM_011520680.2	TSN11_HUMAN	A1L157-1
NP_036470.1	NM_012338.3	TSN12_HUMAN	O95859-1
XP_005250296.1	XM_005250239.2	TSN12_HUMAN	O95859-1
XP_011514295.1	XM_011515993.1	TSN12_HUMAN	O95859-1
XP_011514296.1	XM_011515994.1	TSN12_HUMAN	O95859-1
XP_016867401.1	XM_017011912.1	TSN12_HUMAN	O95859-1
NP_001006617.2	NM_001006616.2	TSN17_HUMAN	Q96FV3-3
NP_569732.2	NM_130465.4	TSN17_HUMAN	Q96FV3-4
NP_003237.2	NM_003246.3	TSP1_HUMAN	P07996-1
NP_003238.2	NM_003247.3	TSP2_HUMAN	P35442-1
NP_001239536.1	NM_001252607.1	TSP3_HUMAN	P49746-1
NP_009043.1	NM_007112.4	TSP3_HUMAN	P49746-1
NP_001239537.1	NM_001252608.1	TSP3_HUMAN	P49746-2
NP_001071165.2	NM_001077697.2	TSPY3_HUMAN	P0CV98-1
NP_001269398.1	NM_001282469.2	TSPY3_HUMAN	P0CV98-1
NP_067680.3	NM_021648.4	TSYL4_HUMAN	Q9UJ04-1
